,Indicator,Country,Date,value
3425,Cumulative number of confirmed Ebola deaths,Spain,2014-11-26,0.0
3426,Cumulative number of probable Ebola deaths,Spain,2014-11-26,0.0
3427,Cumulative number of suspected Ebola deaths,Spain,2014-11-26,0.0
3428,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-11-26,0.0
3429,Cumulative number of confirmed Ebola deaths,United States of America,2014-11-26,1.0
3430,Cumulative number of probable Ebola deaths,United States of America,2014-11-26,0.0
3431,Cumulative number of suspected Ebola deaths,United States of America,2014-11-26,0.0
3432,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-11-26,1.0
3433,Cumulative number of confirmed Ebola deaths,Nigeria,2014-11-26,7.0
3434,Cumulative number of probable Ebola deaths,Nigeria,2014-11-26,1.0
3435,Cumulative number of suspected Ebola deaths,Nigeria,2014-11-26,0.0
3436,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-11-26,8.0
3437,Cumulative number of confirmed Ebola deaths,Senegal,2014-11-26,0.0
3438,Cumulative number of probable Ebola deaths,Senegal,2014-11-26,0.0
3439,Cumulative number of suspected Ebola deaths,Senegal,2014-11-26,0.0
3440,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-11-26,0.0
3441,Cumulative number of confirmed Ebola cases,Guinea,2014-11-21,1745.0
3442,Cumulative number of probable Ebola cases,Guinea,2014-11-21,216.0
3443,Cumulative number of suspected Ebola cases,Guinea,2014-11-21,86.0
3444,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-11-21,2047.0
3445,Cumulative number of confirmed Ebola cases,Liberia,2014-11-21,2669.0
3446,Cumulative number of probable Ebola cases,Liberia,2014-11-21,1750.0
3447,Cumulative number of suspected Ebola cases,Liberia,2014-11-21,2663.0
3448,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-11-21,7082.0
3449,Cumulative number of confirmed Ebola cases,Sierra Leone,2014-11-21,5152.0
3450,Cumulative number of probable Ebola cases,Sierra Leone,2014-11-21,79.0
3451,Cumulative number of suspected Ebola cases,Sierra Leone,2014-11-21,959.0
3452,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-11-21,6190.0
3453,Cumulative number of confirmed Ebola cases,Mali,2014-11-21,5.0
3454,Cumulative number of probable Ebola cases,Mali,2014-11-21,1.0
3455,Cumulative number of suspected Ebola cases,Mali,2014-11-21,0.0
3456,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-11-21,6.0
3457,Cumulative number of confirmed Ebola cases,Spain,2014-11-21,1.0
3458,Cumulative number of probable Ebola cases,Spain,2014-11-21,0.0
3459,Cumulative number of suspected Ebola cases,Spain,2014-11-21,0.0
3460,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-11-21,1.0
3461,Cumulative number of confirmed Ebola cases,United States of America,2014-11-21,4.0
3462,Cumulative number of probable Ebola cases,United States of America,2014-11-21,0.0
3463,Cumulative number of suspected Ebola cases,United States of America,2014-11-21,0.0
3464,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-21,4.0
3465,Cumulative number of confirmed Ebola cases,Nigeria,2014-11-21,19.0
3466,Cumulative number of probable Ebola cases,Nigeria,2014-11-21,1.0
3467,Cumulative number of suspected Ebola cases,Nigeria,2014-11-21,0.0
3468,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-11-21,20.0
3469,Cumulative number of confirmed Ebola cases,Senegal,2014-11-21,1.0
3470,Cumulative number of probable Ebola cases,Senegal,2014-11-21,0.0
3471,Cumulative number of suspected Ebola cases,Senegal,2014-11-21,0.0
3472,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-11-21,1.0
3473,Cumulative number of confirmed Ebola deaths,Guinea,2014-11-21,998.0
3474,Cumulative number of probable Ebola deaths,Guinea,2014-11-21,216.0
3475,Cumulative number of suspected Ebola deaths,Guinea,2014-11-21,0.0
3476,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-11-21,1214.0
3477,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-11-21,2963.0
3478,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-11-21,1058.0
3479,Cumulative number of probable Ebola deaths,Sierra Leone,2014-11-21,174.0
3480,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-11-21,35.0
3481,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-11-21,1267.0
3482,Cumulative number of confirmed Ebola deaths,Mali,2014-11-21,5.0
3483,Cumulative number of probable Ebola deaths,Mali,2014-11-21,1.0
3484,Cumulative number of suspected Ebola deaths,Mali,2014-11-21,0.0
3485,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-11-21,6.0
3486,Cumulative number of confirmed Ebola deaths,Spain,2014-11-21,0.0
3487,Cumulative number of probable Ebola deaths,Spain,2014-11-21,0.0
3488,Cumulative number of suspected Ebola deaths,Spain,2014-11-21,0.0
3489,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-11-21,0.0
3490,Cumulative number of confirmed Ebola deaths,United States of America,2014-11-21,1.0
3491,Cumulative number of probable Ebola deaths,United States of America,2014-11-21,0.0
3492,Cumulative number of suspected Ebola deaths,United States of America,2014-11-21,0.0
3493,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-11-21,1.0
3494,Cumulative number of confirmed Ebola deaths,Nigeria,2014-11-21,7.0
3495,Cumulative number of probable Ebola deaths,Nigeria,2014-11-21,1.0
3496,Cumulative number of suspected Ebola deaths,Nigeria,2014-11-21,0.0
3497,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-11-21,8.0
3498,Cumulative number of confirmed Ebola deaths,Senegal,2014-11-21,0.0
3499,Cumulative number of probable Ebola deaths,Senegal,2014-11-21,0.0
3500,Cumulative number of suspected Ebola deaths,Senegal,2014-11-21,0.0
3501,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-11-21,0.0
3502,Cumulative number of confirmed Ebola cases,Guinea,2014-11-19,1698.0
3503,Cumulative number of probable Ebola cases,Guinea,2014-11-19,210.0
3504,Cumulative number of suspected Ebola cases,Guinea,2014-11-19,63.0
3505,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-11-19,1971.0
3506,Cumulative number of confirmed Ebola cases,Liberia,2014-11-19,2643.0
3507,Cumulative number of probable Ebola cases,Liberia,2014-11-19,1762.0
3508,Cumulative number of suspected Ebola cases,Liberia,2014-11-19,2664.0
3509,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-11-19,7069.0
3510,Cumulative number of confirmed Ebola cases,Sierra Leone,2014-11-19,5056.0
3511,Cumulative number of probable Ebola cases,Sierra Leone,2014-11-19,79.0
3512,Cumulative number of suspected Ebola cases,Sierra Leone,2014-11-19,938.0
3513,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-11-19,6073.0
3514,Cumulative number of confirmed Ebola cases,Mali,2014-11-19,5.0
3515,Cumulative number of probable Ebola cases,Mali,2014-11-19,1.0
3516,Cumulative number of suspected Ebola cases,Mali,2014-11-19,0.0
3517,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-11-19,6.0
3518,Cumulative number of confirmed Ebola cases,Spain,2014-11-19,1.0
3519,Cumulative number of probable Ebola cases,Spain,2014-11-19,0.0
3520,Cumulative number of suspected Ebola cases,Spain,2014-11-19,0.0
3521,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-11-19,1.0
3522,Cumulative number of confirmed Ebola cases,United States of America,2014-11-19,4.0
3523,Cumulative number of probable Ebola cases,United States of America,2014-11-19,0.0
3524,Cumulative number of suspected Ebola cases,United States of America,2014-11-19,0.0
3525,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-19,4.0
3526,Cumulative number of confirmed Ebola cases,Nigeria,2014-11-19,19.0
3527,Cumulative number of probable Ebola cases,Nigeria,2014-11-19,1.0
3528,Cumulative number of suspected Ebola cases,Nigeria,2014-11-19,0.0
3529,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-11-19,20.0
3530,Cumulative number of confirmed Ebola cases,Senegal,2014-11-19,1.0
3531,Cumulative number of probable Ebola cases,Senegal,2014-11-19,0.0
3532,Cumulative number of suspected Ebola cases,Senegal,2014-11-19,0.0
3533,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-11-19,1.0
3534,Number of confirmed Ebola cases in the last 21 days,Guinea,2014-11-19,308.0
3535,Number of probable Ebola cases in the last 21 days,Guinea,2014-11-19,7.0
3536,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2014-11-19,315.0
3537,Number of confirmed Ebola cases in the last 21 days,Liberia,2014-11-19,340.0
3538,Number of probable Ebola cases in the last 21 days,Liberia,2014-11-19,192.0
3539,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2014-11-19,532.0
3540,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2014-11-19,1389.0
3541,Number of probable Ebola cases in the last 21 days,Sierra Leone,2014-11-19,5.0
3542,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2014-11-19,1394.0
3543,Cumulative number of confirmed Ebola deaths,Guinea,2014-11-19,982.0
3544,Cumulative number of probable Ebola deaths,Guinea,2014-11-19,210.0
3545,Cumulative number of suspected Ebola deaths,Guinea,2014-11-19,0.0
3546,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-11-19,1192.0
3547,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-11-19,2964.0
3548,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-11-19,1041.0
3549,Cumulative number of probable Ebola deaths,Sierra Leone,2014-11-19,174.0
3550,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-11-19,35.0
3551,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-11-19,1250.0
3552,Cumulative number of confirmed Ebola deaths,Mali,2014-11-19,4.0
3553,Cumulative number of probable Ebola deaths,Mali,2014-11-19,1.0
3554,Cumulative number of suspected Ebola deaths,Mali,2014-11-19,0.0
3555,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-11-19,5.0
3556,Cumulative number of confirmed Ebola deaths,Spain,2014-11-19,0.0
3557,Cumulative number of probable Ebola deaths,Spain,2014-11-19,0.0
3558,Cumulative number of suspected Ebola deaths,Spain,2014-11-19,0.0
3559,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-11-19,0.0
3560,Cumulative number of confirmed Ebola deaths,United States of America,2014-11-19,1.0
3561,Cumulative number of probable Ebola deaths,United States of America,2014-11-19,0.0
3562,Cumulative number of suspected Ebola deaths,United States of America,2014-11-19,0.0
3563,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-11-19,1.0
3564,Cumulative number of confirmed Ebola deaths,Nigeria,2014-11-19,7.0
3565,Cumulative number of probable Ebola deaths,Nigeria,2014-11-19,1.0
3566,Cumulative number of suspected Ebola deaths,Nigeria,2014-11-19,0.0
3567,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-11-19,8.0
3568,Cumulative number of confirmed Ebola deaths,Senegal,2014-11-19,0.0
3569,Cumulative number of probable Ebola deaths,Senegal,2014-11-19,0.0
3570,Cumulative number of suspected Ebola deaths,Senegal,2014-11-19,0.0
3571,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-11-19,0.0
3572,Cumulative number of confirmed Ebola cases,Guinea,2014-11-14,1647.0
3573,Cumulative number of probable Ebola cases,Guinea,2014-11-14,208.0
3574,Cumulative number of suspected Ebola cases,Guinea,2014-11-14,64.0
3575,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-11-14,1919.0
3576,Cumulative number of confirmed Ebola cases,Liberia,2014-11-14,2562.0
3577,Cumulative number of probable Ebola cases,Liberia,2014-11-14,1716.0
3578,Cumulative number of suspected Ebola cases,Liberia,2014-11-14,2600.0
3579,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-11-14,6878.0
3580,Cumulative number of confirmed Ebola cases,Sierra Leone,2014-11-14,4683.0
3581,Cumulative number of probable Ebola cases,Sierra Leone,2014-11-14,79.0
3582,Cumulative number of suspected Ebola cases,Sierra Leone,2014-11-14,824.0
3583,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-11-14,5586.0
3584,Cumulative number of confirmed Ebola cases,Mali,2014-11-14,3.0
3585,Cumulative number of probable Ebola cases,Mali,2014-11-14,1.0
3586,Cumulative number of suspected Ebola cases,Mali,2014-11-14,0.0
3587,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-11-14,4.0
3588,Cumulative number of confirmed Ebola cases,Spain,2014-11-14,1.0
3589,Cumulative number of probable Ebola cases,Spain,2014-11-14,0.0
3590,Cumulative number of suspected Ebola cases,Spain,2014-11-14,0.0
3591,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-11-14,1.0
3592,Cumulative number of confirmed Ebola cases,United States of America,2014-11-14,4.0
3593,Cumulative number of probable Ebola cases,United States of America,2014-11-14,0.0
3594,Cumulative number of suspected Ebola cases,United States of America,2014-11-14,0.0
3595,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-14,4.0
3596,Cumulative number of confirmed Ebola cases,Nigeria,2014-11-14,19.0
3597,Cumulative number of probable Ebola cases,Nigeria,2014-11-14,1.0
3598,Cumulative number of suspected Ebola cases,Nigeria,2014-11-14,0.0
3599,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-11-14,20.0
3600,Cumulative number of confirmed Ebola cases,Senegal,2014-11-14,1.0
3601,Cumulative number of probable Ebola cases,Senegal,2014-11-14,0.0
3602,Cumulative number of suspected Ebola cases,Senegal,2014-11-14,0.0
3603,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-11-14,1.0
3604,Cumulative number of confirmed Ebola deaths,Guinea,2014-11-14,958.0
3605,Cumulative number of probable Ebola deaths,Guinea,2014-11-14,208.0
3606,Cumulative number of suspected Ebola deaths,Guinea,2014-11-14,0.0
3607,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-11-14,1166.0
3608,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-11-14,2812.0
3609,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-11-14,978.0
3610,Cumulative number of probable Ebola deaths,Sierra Leone,2014-11-14,174.0
3611,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-11-14,35.0
3612,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-11-14,1187.0
3613,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-11-14,3.0
3614,Cumulative number of confirmed Ebola deaths,Spain,2014-11-14,0.0
3615,Cumulative number of probable Ebola deaths,Spain,2014-11-14,0.0
3616,Cumulative number of suspected Ebola deaths,Spain,2014-11-14,0.0
3617,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-11-14,0.0
3618,Cumulative number of confirmed Ebola deaths,United States of America,2014-11-14,1.0
3619,Cumulative number of probable Ebola deaths,United States of America,2014-11-14,0.0
3620,Cumulative number of suspected Ebola deaths,United States of America,2014-11-14,0.0
3621,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-11-14,1.0
